Scheme Name,DBT,Economic Distress,Description,Apply Link,min_age,max_age,caste_sc,caste_st,caste_obc,caste_ews,caste_general,caste_bc,caste_sebc,caste_vjnt,caste_sbc,caste_minority,caste_parsi,caste_all,is_farmer,is_student,is_disabled,is_widow,is_pregnant,is_unorganized_worker,is_entrepreneur,is_woman,is_artist,is_exservicemen,is_government,is_orphan,is_elderly,is_journalist,is_ews,is_low_income,income_upper_limit,income_category,sub_categories,primary_category,Residence_Cleaned,Minority_Type,Minority_Cleaned,Disability_Type,Disability_Cleaned,Benefit_Category,Marital_Status_Clean,BPL_Clean,Employment_Status_Clean,Application_Mode_Clean,Scheme_Type_Clean,Location_Clean
Dr. Dharmambal Ammaiyar Widow Remarriage Scheme,Yes,Yes,Assistance and gold for widow remarriage,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Tamil Nadu,Unknown,Unknown,None,No,Financial,Widowed,Unknown,Unemployed,Offline,State,Tamil Nadu
Nirman Shramikon Rin Punarbharan Yojana,Yes,Yes,Interest reimbursement for business loans of construction workers,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Rajasthan,Unknown,Unknown,None,No,Composite / Multi,All,Unknown,Other,Offline,State,Rajasthan
Annai Teresa Marriage Scheme for Orphan Girls,Yes,Yes,Aid to orphan girls (18+) for marriage,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Tamil Nadu,Unknown,Unknown,None,No,Financial,Single,Yes,Unemployed,Offline,State,Tamil Nadu
Annai Teresa Ninaivu Marriage Assistance Scheme for Orphan Girls-II,Yes,Yes,Marriage assistance and gold for orphan girls,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,Low Income,['Social Welfare'],Social Welfare,Tamil Nadu,Unknown,Unknown,None,No,Financial,Single,Yes,Unemployed,Offline,State,Tamil Nadu
Free Motorized Tricycle Scheme for PwDs,Yes,Yes,Free motorized tricycles to disabled persons,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Disability'],Disability,Uttar Pradesh,Unknown,Unknown,Unspecified,Yes,Other,All,Unknown,Unemployed,Offline,State,Uttar Pradesh
Petrol Subsidy to PwDs,Yes,Yes,50% fuel subsidy for persons with disabilities using vehicles,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Disability'],Disability,Chandigarh,Unknown,Unknown,Unspecified,Yes,Subsidy,All,Unknown,Employed,Offline,UT,Chandigarh
Shramik Parivahan Yojana (GBOCWWB),No,Yes,Concessional bus passes for commuting to worksite,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Transport'],Transport,Gujarat,Unknown,Unknown,None,No,Other,All,Unknown,Other,Offline,State,Gujarat
Employment Incentive (Motivation of Entrepreneurs Scheme),Yes,Yes,Wage subsidy of up to ₹5L for 5 years,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Employment'],Employment,Puducherry,Unknown,Unknown,None,No,Composite / Multi,All,Unknown,Other,Offline,UT,Puducherry
Mukhyamantri Sports Development Scheme (Unemployed Sportspersons),Yes,Yes,Employment opportunities for unemployed sportspersons,N/A,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Youth & Sports', 'Employment']",Youth & Sports,Tripura,Unknown,Unknown,None,No,Other,Single,Yes,Unemployed,Offline,State,Tripura
Shree Nanaji Deshmukh Awas Yojana (GBOCWWB),Yes,Yes,Housing benefit for EWS/LIG housing for registered construction workers,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Housing'],Housing,Gujarat,Unknown,Unknown,None,No,Housing,Married,Yes,Other,Offline,State,Gujarat
Dr. Muthulakshmi Reddy Inter-caste Marriage Assistance Scheme-II,Yes,Yes,Support inter-caste marriages with financial aid,N/A,18,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Tamil Nadu,Unknown,Unknown,None,No,Financial,Married,Unknown,Other,Offline,State,Tamil Nadu
Mukhyamantri Vishesh Yogyajan Sammaan Pension Yojana,Yes,Yes,Monthly pension scheme for persons with disabilities,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Disability', 'Social Welfare']",Disability,Rajasthan,Unknown,Unknown,Unspecified,Yes,Pension,All,Yes,Unemployed,Offline,State,Rajasthan
Vishist Coaching Scheme (GBOCWWB),Yes,Yes,Reimbursement of coaching & registration fee for children of construction workers,N/A,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Gujarat,Unknown,Unknown,None,No,Composite / Multi,All,Unknown,Student,Offline,State,Gujarat
Mukhyamantri Vriddhjan Samman Pension Yojana,Yes,Yes,Pension to elderly for welfare and financial support,N/A,60,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Rajasthan,Unknown,Unknown,Unknown,Unknown,Pension,All,Yes,Retired,Offline,State,Rajasthan
Housing Subsidy Scheme (GBOCWWB),Yes,Yes,Financial support to construct house for registered workers,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Housing'],Housing,Gujarat,Unknown,Unknown,None,No,Composite / Multi,Married,Yes,Other,Offline,State,Gujarat
Maternity Assistance Scheme (Gujarat LWB),Yes,Yes,"Assistance for maternity care including diet, check-up & medicine",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Gujarat,Unknown,Unknown,Unknown,Unknown,Financial,Married,Yes,Other,Offline,State,Gujarat
Shramyogi Home Town Scheme,Yes,Yes,Financial support for railway fares of migrant laborers,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Gujarat,Unknown,Unknown,None,No,Financial,All,Unknown,Other,Offline,State,Gujarat
Laptop Purchase Assistance Scheme,Yes,Yes,Subsidy for laptops to students of industrial workers,N/A,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Gujarat,Unknown,Unknown,None,No,Subsidy,All,Unknown,Student,Offline,State,Gujarat
Pension for Journalists / Photojournalists,Yes,Yes,₹1000/month pension to retired journalists,N/A,58,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Unspecified,['Social Welfare'],Social Welfare,Tripura,Unknown,Unknown,None,No,Pension,All,Unknown,Retired,Offline,State,Tripura
Full Medical Checkup Assistance Scheme,Yes,Yes,Free medical checkup for eligible laborers,N/A,35,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Gujarat,Unknown,Unknown,None,No,Medical,All,Unknown,Other,Offline,State,Gujarat
Green and Eco-Friendly Measures Award,No,No,"₹2,00,000 award for eco-friendly industry practices",N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Unspecified,['Environment'],Environment,Puducherry,Unknown,Unknown,None,No,Composite / Multi,All,Unknown,Self-Employed,Offline,UT,Puducherry
One Time Cash Incentive towards Learning Driving (Sainik Welfare),Yes,Yes,"₹4,000 incentive to ex-servicemen for learning driving",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Transport', 'Skill Development']",Transport,Puducherry,Unknown,Unknown,None,No,Other,All,Unknown,Unemployed,Offline,UT,Puducherry
Motivation of Entrepreneurs and Financial Assistance for Rehabilitation of Sick Industries,Yes,Yes,Subsidy for rehabilitation of sick MSME industries,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Business'],Business,Puducherry,Unknown,Unknown,None,No,Subsidy,All,Unknown,Self-Employed,Offline,UT,Puducherry
Thatched House Repair Grant (Sainik Welfare),Yes,Yes,House repair grant every 3 years for ESM families,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,Low Income,['Housing'],Housing,Puducherry,Unknown,Unknown,None,No,Other,All,Yes,Retired,Offline,UT,Puducherry
"Financial Assistance to Folk Artists, Troupes",Yes,Yes,"₹2,000 for individuals, ₹6,000 for troupes for costumes, instruments",N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Unspecified,['Culture'],Culture,Tamil Nadu,Unknown,Unknown,None,No,Other,All,Unknown,Other,Offline,State,Tamil Nadu
Scheme of Encouragement to Young Artists,Yes,Yes,Financial support to young artists to perform in cultural programs,N/A,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Unspecified,['Culture'],Culture,Tamil Nadu,Unknown,Unknown,None,No,Financial,Single,Unknown,Other,Offline,State,Tamil Nadu
Mumkin - Livelihood Generation Scheme,Yes,Yes,Self-employment scheme for youth in transport sector,N/A,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Employment'],Employment,Jammu & Kashmir,Unknown,Unknown,None,No,In Kind,Single,Yes,Unemployed,Offline,UT,Jammu & Kashmir
Diggy Scheme,Yes,Yes,Assistance to farmers for digging water structures,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Rajasthan,Unknown,Unknown,None,No,Financial,All,Unknown,Self-Employed,Offline,State,Rajasthan
Khet Talai Scheme,Yes,Yes,Grant for making farm ponds to collect rainwater,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Rajasthan,Unknown,Unknown,None,No,Subsidy,All,Unknown,Self-Employed,Offline,State,Rajasthan
Dr. P. G. Solanki Scheme for SC Medical PGs,Yes,Yes,Loan for SC PG doctors to start own practice,N/A,18,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Education']",Financial Support,Gujarat,Unknown,Unknown,None,No,Composite / Multi,Single,Unknown,Student,Offline,State,Gujarat
Immediate Assistance for Severe Injury in Road/Fire Accident,Yes,Yes,Assistance for injury in fire/road accident for ESM/widow,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Social Welfare', 'Health']",Social Welfare,Puducherry,Unknown,Unknown,Unknown,Unknown,Other,Widowed,Unknown,Retired,Offline,UT,Puducherry
Concession in Railway Travel,No,No,Travel concession certificates to artists/troupes,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Unspecified,['Culture'],Culture,Tamil Nadu,Unknown,Unknown,None,No,Other,All,Unknown,Other,Offline,State,Tamil Nadu
Subsistence Allowance (Sainik Welfare),Yes,Yes,Financial aid to non-pensioner ex-servicemen & widows,N/A,60,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Puducherry,Unknown,Unknown,None,No,Financial,Widowed,Yes,Retired,Offline,UT,Puducherry
Scheme of Conferring ‘Kalaichemmal’ Awards,No,No,Award for excellence in traditional/contemporary art,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Unspecified,['Culture'],Culture,Tamil Nadu,Unknown,Unknown,None,No,Award,All,Unknown,Other,Offline,State,Tamil Nadu
Old Age Pension - Chandigarh,Yes,Yes,Monthly pension to support elderly citizens,N/A,60,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Chandigarh,Unknown,Unknown,None,No,Pension,All,Yes,Retired,Offline,UT,Chandigarh
Anti Bird Net,Yes,Yes,Prevent crop damage by birds using nets,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Rajasthan,Unknown,Unknown,None,No,Subsidy,All,No,Self-Employed,Offline,State,Rajasthan
Uniform Grant for School-going Children of Industrial Workers,Yes,Yes,Uniform support for industrial workers' children (1st–4th Std),N/A,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Goa,Unknown,Unknown,None,No,Subsidy,All,Unknown,Student,Offline,State,Goa
Land Purchase for SC Farmers,Yes,Yes,SC farmers given aid to purchase up to 2 acres of land,N/A,18,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['SC/ST Welfare', 'Social Welfare', 'Agriculture']",SC/ST Welfare,Gujarat,Unknown,Unknown,None,No,Other,All,No,Self-Employed,Offline,State,Gujarat
Advance for Purchase/Construction of House (GBOCWWB),Yes,Yes,Advance for house construction/purchase to workers,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Social Welfare', 'Housing']",Social Welfare,Goa,Unknown,Unknown,None,No,Other,All,No,Other,Offline,State,Goa
Fodder Minikits (TASP),Yes,Yes,Fodder seed kits for tribal farmers under TASP,N/A,18,100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['SC/ST Welfare', 'Social Welfare', 'Agriculture']",SC/ST Welfare,Gujarat,No,No,None,No,Other,All,No,Self-Employed,Offline,State,Gujarat
Raja Harishchandra Shramik Mratak Antyeshti Sahayata Yojana,Yes,Yes,Funeral aid for families of deceased workers,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Uttar Pradesh,Unknown,Unknown,None,No,Other,All,Unknown,Other,Offline,State,Uttar Pradesh
Mahadevi Verma Shramik Pustak Kraya Dhan Yojana,Yes,Yes,Financial aid to purchase books for daughters of construction workers,N/A,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Social Welfare', 'Education']",Social Welfare,Uttar Pradesh,No,No,None,No,Financial,Single,Unknown,Student,Offline,State,Uttar Pradesh
HIMAYAT-DDU-GKY,Yes,Yes,Placement-linked skill training for youth,N/A,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Employment', 'Skill Development']",Employment,Jammu & Kashmir,No,No,None,No,Training,All,Yes,Unemployed,Both,Central,Jammu & Kashmir
Power Driven Chaff Cutter (General),Yes,Yes,Financial aid to dairy farmers (General) for electric chaff cutter,N/A,18,100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Gujarat,No,No,None,No,Subsidy,All,No,Self-Employed,Offline,State,Gujarat
Power Driven Chaff Cutter (SC Category),Yes,Yes,Chaff cutter subsidy for SC dairy farmers,N/A,18,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['SC/ST Welfare', 'Social Welfare', 'Agriculture']",SC/ST Welfare,Gujarat,No,No,None,No,Subsidy,All,No,Self-Employed,Offline,State,Gujarat
Poompuhar District Craft Award,No,No,District-level award for excellence in handicrafts,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Unspecified,[],Other,Tamil Nadu,No,No,None,No,Award,All,No,Self-Employed,Offline,State,Tamil Nadu
Team Production Award,No,No,Award to top 3 artisan groups for collective production,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Unspecified,[],Other,Tamil Nadu,No,No,None,No,Award,All,No,Self-Employed,Offline,State,Tamil Nadu
Gen Next Competition,No,No,Encourages youth in traditional handicrafts,N/A,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Unspecified,['Youth & Sports'],Youth & Sports,Tamil Nadu,No,No,None,No,Other,All,No,Student,Offline,State,Tamil Nadu
Aaws Bhatta Sahayata Yojana,Yes,Yes,Rent aid to SC/ST students far from college,N/A,17,25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Social Welfare', 'SC/ST Welfare', 'Education']",Social Welfare,Madhya Pradesh,No,No,None,No,Other,Single,Yes,Student,Offline,State,Madhya Pradesh
OBC Pre Matric Scholarship – UP,Yes,Yes,Scholarship to OBC students for schooling,N/A,6,16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Uttar Pradesh,No,No,None,No,Scholarship,All,Yes,Student,Online,State,Uttar Pradesh
Alpsankhyak Merit-Cum-Means Chatravriti,Yes,Yes,Merit-based financial aid for poor minority students,N/A,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Social Welfare', 'Education']",Social Welfare,Madhya Pradesh,Yes (Unspecified),Yes,None,No,Scholarship,All,Yes,Student,Online,State,Madhya Pradesh
Prosthetic Aid and Appliances for PwDs,Yes,Yes,Financial aid for assistive devices and self-employment tools,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Disability', 'Employment']",Disability,Gujarat,No,No,Unspecified,Yes,In Kind,All,No,Self-Employed,Offline,State,Gujarat
Living Craft Treasure Award,No,No,Highest craft award for artisans over 65 years,N/A,65,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Unspecified,['Senior Citizen'],Senior Citizen,Tamil Nadu,No,No,None,No,Award,All,No,Self-Employed,Offline,State,Tamil Nadu
Sant Surdas Scheme,Yes,Yes,Monthly financial aid to severely disabled BPL children,N/A,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Defence'],Defence,Gujarat,No,No,Unspecified,Yes,Pension,All,Yes,Disabled,Offline,State,Gujarat
SC/ST Pre Matric Scholarship – UP,Yes,Yes,Scholarship to SC/ST school students,N/A,6,16,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Social Welfare', 'Education']",Social Welfare,Uttar Pradesh,No,No,None,No,Scholarship,All,Yes,Student,Online,State,Uttar Pradesh
Pension Benefit (GBOCWWB),Yes,Yes,Pension for construction workers above 60,N/A,60,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Goa,No,No,None,No,Pension,All,Unknown,Retired,Offline,State,Goa
Free Travel in ST Bus to PwDs,No,Yes,Free bus travel for PwDs across Gujarat and border areas,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Disability', 'Transport']",Disability,Gujarat,No,No,Unspecified,Yes,Other,All,No,Disabled,Offline,State,Gujarat
Unemployment Allowance to Differently Abled,Yes,Yes,Monthly allowance to jobless PwDs,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Disability', 'Social Welfare']",Disability,Tamil Nadu,No,No,Unspecified,Yes,Other,All,No,Unemployed,Offline,State,Tamil Nadu
Pension for Journalists,Yes,Yes,Pension to veteran media professionals,N/A,58,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Unspecified,['Social Welfare'],Social Welfare,Puducherry,No,No,None,No,Pension,All,No,Retired,Offline,State,Puducherry
Marriage Aid to Marrying Speech/Hearing Impaired,Yes,No,Incentive for marriage involving speech/hearing impaired,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Disability', 'Social Welfare']",Disability,Tamil Nadu,No,No,Unspecified,Yes,Financial,Married,No,Other,Offline,State,Tamil Nadu
Establishing Aavin Parlour for PwDs,No,Yes,Employment opportunity via Aavin outlets for PwDs,N/A,18,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Disability', 'Employment']",Disability,Tamil Nadu,No,No,Unspecified,Yes,Employment Support,All,No,Self-Employed,Offline,State,Tamil Nadu
Assistance for Delivery / Miscarriage / Termination,Yes,Yes,Financial help for childbirth or pregnancy-related complications,N/A,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare', 'Health']",Women Welfare,Tamil Nadu,No,No,None,No,Financial,Married,No,Other,Offline,State,Tamil Nadu
Education Assistance – Folk Artist,Yes,Yes,Aid to children of registered folk artists for education,N/A,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Unspecified,"['Culture', 'Education']",Culture,Tamil Nadu,No,No,None,No,Financial,All,No,Student,Offline,State,Tamil Nadu
Incentives for Meritorious Children (HBOCWWB),Yes,Yes,Fixed deposit to meritorious kids of labourers,N/A,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Social Welfare', 'Education']",Social Welfare,Haryana,No,No,None,No,Other,All,No,Student,Offline,State,Haryana
Mukhyamantri Svadeshi Gau Samvardhan Yojana,Yes,Yes,Promote indigenous cattle and milk productivity,N/A,18,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Employment', 'Agriculture']",Employment,Uttar Pradesh,No,No,None,No,Other,All,No,Self-Employed,Offline,State,Uttar Pradesh
Incentive for Purchase of Electric Scooter (HBOCWWB),Yes (e-RUPI),Yes,Electric scooter subsidy to daughters for higher education,N/A,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Haryana,No,No,None,No,Other,Single,No,Student,Offline,State,Haryana
Financial Assistance (Kanyadaan) – Haryana Silicosis Board,Yes,Yes,Marriage assistance to silicosis worker's daughters,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Health', 'Social Welfare']",Health,Haryana,No,No,None,No,Other,Single,Unknown,Dependent,Offline,State,Haryana
National Scheme of Incentive to Girls for Secondary Education,Yes,Yes,Promote secondary education for girls who drop out after Class 8,N/A,14,18,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Education']",Women Welfare,Other,No,No,None,No,Other,Single,Yes,Student,Online,Central,India
Additional Pension to 100% Disabled ESM with Children,Yes,Yes,Extra pension for 100% disabled ESM with children,N/A,35,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Social Welfare', 'Defence']",Social Welfare,Haryana,No,No,Unspecified,Yes,Pension,Married,Unknown,Retired,Offline,State,Haryana
Financial Assistance to Blind Ex-Servicemen,Yes,Yes,Pension for blind ex-servicemen,N/A,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Disability', 'Social Welfare']",Disability,Haryana,No,No,Unspecified,Yes,Other,All,No,Retired,Offline,State,Haryana
Additional Pension to Widow of ESM having No Child,Yes,Yes,Pension bonus to widow with no child,N/A,35,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare', 'Defence']",Women Welfare,Haryana,No,No,None,No,Pension,Widowed,No,Dependent,Offline,State,Haryana
Kalyanamastu Pathakam Scheme,Yes,Yes,"Financial assistance of ₹51,000 for marriage of up to two dependent orphan daughters of ex-servicemen.",kalyanalakshmi.com+5telanganaepass.cgg.gov.in+5slideshare.net+5,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Haryana,No,No,None,No,Financial,Single,No,Other,Both,State,Haryana
Bharati Scheme for Master’s Degree Overseas,Yes,No,Financial assistance for Brahmin students of Andhra Pradesh to pursue Master’s degree overseas.,https://www.egovtschemes.com/bharatiN/AschemeN/AforN/AmastersN/AdegreeN/Aoverseas/?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Andhra Pradesh,No,No,None,No,Financial,Single,No,Student,Both,State,Andhra Pradesh
